+--------------------+---------------+--------------+----------+------------------+------+------+------+-----------------+------------+
|             country|poverty_percent|gdp_per_capita|population|years_of_education|   sex|height|weight|            sport|TieneMedalla|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|   1.8|  91.0|     rugby sevens|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  2.05|  98.0|       volleyball|           1|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|  male|  1.98|  90.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  2.03| 102.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|   1.9|  76.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.85|  85.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.93|  83.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  2.03| 105.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  2.01|  86.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.99|  75.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  2.05| 107.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  2.02|  95.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.84|  83.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  2.07| 103.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.98|  98.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  2.04| 100.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|   1.9|  79.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|   2.0|  95.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  2.09| 101.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.96|  89.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|   1.8|  75.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  2.08| 102.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  2.02| 100.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.99|  99.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  2.09|  93.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  2.05|  90.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.98|  88.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  2.02|  99.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.98|  88.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|   2.0|  85.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  2.04| 100.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.86|  73.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.95|  79.0|       volleyball|           1|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|  male|  2.07|  94.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.85|  82.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.84|  78.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  2.06| 100.0|       volleyball|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.98|  92.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.96|  80.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.98|  84.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.98|  87.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.85|  78.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.94|  89.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|female|  1.82|  70.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.84|  72.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.86|  74.0|       volleyball|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|female|  1.77|  66.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|   1.8|  75.0|       volleyball|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|female|  1.93|  79.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.88|  79.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|   1.7|  66.0|       volleyball|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|female|   1.9|  71.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.91|  79.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.88|  75.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.93|  75.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.78|  75.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.88|  79.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.88|  75.0|       volleyball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.88|  72.0|       volleyball|           1|
